31,c,17073,t,ct
32,c,13630,u,cu
32,c,17301,p2,cp
32,c,17073,t,ct
33,c,13997,u,cu
33,c,17301,p2,cp
33,c,17073,t,ct
34,c,13283,u,cu
34,c,17466,p1,cp
34,c,17073,t,ct
35,c,13920,u,cu
35,c,17301,p2,cp
35,c,17073,t,ct
36,c,14182,u,cu
36,c,17301,p2,cp
36,c,17073,t,ct
37,c,13597,u,cu
37,c,18399,p3,cp
37,c,17073,t,ct
38,c,13366,u,cu
38,c,18357,p4,cp
38,c,17073,t,ct
39,c,14000,u,cu
39,c,17750,p1,cp
39,c,17073,t,ct
40,c,13467,u,cu
40,c,18103,p0,cp
40,c,17073,t,ct
41,c,13460,u,cu
41,c,18291,p1,cp
41,c,17074,t,ct
42,c,16761,u,cu
42,c,17277,p0,cp
42,c,17074,t,ct
43,c,13172,u,cu
43,c,17919,p4,cp
43,c,17074,t,ct
44,c,15259,u,cu
44,c,18291,p1,cp
44,c,17074,t,ct
45,c,16656,u,cu
45,c,17419,p1,cp
45,c,17074,t,ct
46,c,14555,u,cu
46,c,17445,p4,cp
46,c,17074,t,ct
47,c,13231,u,cu
47,c,17301,p2,cp
47,c,17074,t,ct
48,c,15633,u,cu
48,c,17961,p0,cp
48,c,17074,t,ct
49,c,13436,u,cu
49,c,17969,p2,cp
49,c,17074,t,ct
50,c,13196,u,cu
50,c,18042,p1,cp
50,c,17074,t,ct
51,c,13196,u,cu
51,c,18064,p2,cp
51,c,17074,t,ct
52,c,13225,u,cu
52,c,18198,p3,cp
52,c,17074,t,ct
53,c,13634,u,cu
53,c,17620,p3,cp
53,c,17074,t,ct
54,c,13234,u,cu
54,c,17601,p2,cp
54,c,17074,t,ct
55,c,16657,u,cu
55,c,17390,p0,cp
55,c,17074,t,ct
56,c,13752,u,cu
56,c,17518,p3,cp
56,c,17074,t,ct
57,c,16513,u,cu
57,c,17301,p2,cp
57,c,17074,t,ct
58,c,13458,u,cu
58,c,17389,p3,cp
58,c,17074,t,ct
59,c,13278,u,cu
59,c,18215,p0,cp
59,c,17074,t,ct
60,c,13761,u,cu
60,c,18029,p3,cp
60,c,17074,t,ct
61,c,14073,u,cu
61,c,17284,p3,cp
61,c,17074,t,ct
62,c,16424,u,cu
62,c,18160,p1,cp
62,c,17074,t,ct
63,c,16715,u,cu
63,c,17620,p3,cp
63,c,17074,t,ct
64,c,13935,u,cu
64,c,17388,p3,cp
64,c,17074,t,ct
65,c,16715,u,cu
65,c,17620,p3,cp
65,c,17074,t,ct
66,c,13216,u,cu
66,c,17601,p2,cp
66,c,17074,t,ct
67,c,13190,u,cu
67,c,18166,p2,cp
67,c,17074,t,ct
68,c,15416,u,cu
68,c,17357,p4,cp
68,c,17074,t,ct
69,c,14520,u,cu
69,c,18372,p3,cp
69,c,17074,t,ct
70,c,13298,u,cu
70,c,17756,p2,cp
70,c,17074,t,ct
71,c,15539,u,cu
71,c,17932,p2,cp
71,c,17074,t,ct
72,c,13412,u,cu
72,c,18162,p2,cp
72,c,17074,t,ct
73,c,15023,u,cu
73,c,17731,p2,cp
73,c,17074,t,ct
74,c,14637,u,cu
74,c,17324,p1,cp
74,c,17074,t,ct
75,c,13222,u,cu
75,c,18334,p0,cp
75,c,17074,t,ct
76,c,13222,u,cu
76,c,17796,p2,cp
76,c,17074,t,ct
77,c,14118,u,cu
77,c,17301,p2,cp
77,c,17074,t,ct
78,c,14046,u,cu
78,c,17391,p1,cp
78,c,17074,t,ct
79,c,14061,u,cu
79,c,17301,p2,cp
79,c,17074,t,ct
80,c,16431,u,cu
80,c,17301,p2,cp
80,c,17074,t,ct
81,c,13680,u,cu
81,c,17869,p4,cp
81,c,17074,t,ct
82,c,13196,u,cu
82,c,18042,p1,cp
82,c,17074,t,ct
83,c,15888,u,cu
83,c,17301,p2,cp
83,c,17074,t,ct
84,c,13992,u,cu
84,c,18260,p4,cp
84,c,17074,t,ct
85,c,13934,u,cu
85,c,17963,p0,cp
85,c,17074,t,ct
86,c,13778,u,cu
86,c,17301,p2,cp
86,c,17074,t,ct
87,c,13231,u,cu
87,c,17539,p2,cp
87,c,17074,t,ct
88,c,14248,u,cu
88,c,17301,p2,cp
88,c,17074,t,ct
89,c,15533,u,cu
89,c,17301,p2,cp
89,c,17074,t,ct
90,c,15222,u,cu
90,c,17723,p2,cp
90,c,17074,t,ct
91,c,14051,u,cu
91,c,17429,p1,cp
91,c,17074,t,ct
92,c,13172,u,cu
92,c,17751,p4,cp
92,c,17074,t,ct
93,c,16617,u,cu
93,c,17301,p2,cp
93,c,17074,t,ct
94,c,14343,u,cu
94,c,17329,p4,cp
94,c,17074,t,ct
95,c,13378,u,cu
95,c,18211,p4,cp
95,c,17074,t,ct
96,c,13651,u,cu
96,c,18081,p3,cp
96,c,17074,t,ct
97,c,15822,u,cu
97,c,17433,p0,cp
97,c,17074,t,ct
98,c,16579,u,cu
98,c,17473,p0,cp
98,c,17074,t,ct
99,c,13810,u,cu
99,c,18314,p0,cp
99,c,17074,t,ct
100,c,16340,u,cu
100,c,17869,p4,cp
100,c,17074,t,ct
101,c,15193,u,cu
101,c,17301,p2,cp
101,c,17074,t,ct
102,c,15381,u,cu
102,c,17745,p2,cp
102,c,17074,t,ct
103,c,13216,u,cu
103,c,17601,p2,cp
103,c,17074,t,ct
104,c,14343,u,cu
104,c,17301,p2,cp
104,c,17074,t,ct
105,c,14355,u,cu
105,c,18235,p4,cp
105,c,17074,t,ct
106,c,13761,u,cu
106,c,18350,p0,cp
106,c,17074,t,ct
107,c,14897,u,cu
107,c,17301,p2,cp
107,c,17074,t,ct
108,c,14290,u,cu
108,c,17787,p3,cp
108,c,17074,t,ct
109,c,14564,u,cu
109,c,17675,p2,cp
109,c,17074,t,ct
110,c,13308,u,cu
110,c,17466,p1,cp
110,c,17074,t,ct
111,c,13691,u,cu
111,c,18275,p2,cp
111,c,17074,t,ct
112,c,13311,u,cu
112,c,17962,p3,cp
112,c,17074,t,ct
113,c,13311,u,cu
113,c,18236,p3,cp
113,c,17074,t,ct
114,c,15311,u,cu
114,c,18053,p2,cp
114,c,17074,t,ct
115,c,15055,u,cu
115,c,18211,p4,cp
115,c,17074,t,ct
116,c,14912,u,cu
116,c,17390,p0,cp
116,c,17074,t,ct
117,c,13289,u,cu
117,c,17447,p1,cp
117,c,17074,t,ct
118,c,14746,u,cu
118,c,17359,p4,cp
118,c,17074,t,ct
119,c,16804,u,cu
119,c,17563,p2,cp
119,c,17074,t,ct
120,c,15643,u,cu
120,c,17449,p4,cp
120,c,17074,t,ct
121,c,15687,u,cu
121,c,17820,p3,cp
121,c,17074,t,ct
122,c,15822,u,cu
122,c,17961,p0,cp
122,c,17074,t,ct
123,c,13606,u,cu
123,c,18077,p3,cp
123,c,17074,t,ct
124,c,16520,u,cu
124,c,17835,p3,cp
124,c,17074,t,ct
125,c,13848,u,cu
125,c,17389,p3,cp
125,c,17074,t,ct
126,c,13360,u,cu
126,c,18023,p3,cp
126,c,17074,t,ct
127,c,16423,u,cu
127,c,18061,p1,cp
127,c,17074,t,ct
128,c,14041,u,cu
128,c,17931,p3,cp
128,c,17074,t,ct
129,c,15707,u,cu
129,c,17961,p0,cp
129,c,17074,t,ct
130,c,15663,u,cu
130,c,17396,p2,cp
130,c,17074,t,ct
131,c,14414,u,cu
131,c,17333,p1,cp
131,c,17074,t,ct
132,c,14571,u,cu
132,c,18181,p0,cp
132,c,17074,t,ct
133,c,13263,u,cu
133,c,17301,p2,cp
133,c,17074,t,ct
134,c,13885,u,cu
134,c,17389,p3,cp
134,c,17074,t,ct
135,c,16433,u,cu
135,c,18318,p3,cp
135,c,17074,t,ct
136,c,15311,u,cu
136,c,17466,p1,cp
136,c,17074,t,ct
137,c,13194,u,cu
137,c,17961,p0,cp
137,c,17074,t,ct
138,c,13163,u,cu
138,c,17483,p2,cp
138,c,17074,t,ct
139,c,13791,u,cu
139,c,18186,p1,cp
139,c,17074,t,ct
140,c,13533,u,cu
140,c,17600,p1,cp
140,c,17074,t,ct
141,c,16812,u,cu
141,c,17301,p2,cp
141,c,17074,t,ct
142,c,14733,u,cu
142,c,17684,p2,cp
142,c,17074,t,ct
143,c,15021,u,cu
143,c,18204,p3,cp
143,c,17074,t,ct
144,c,14564,u,cu
144,c,17448,p3,cp
144,c,17074,t,ct
145,c,14865,u,cu
145,c,17301,p2,cp
145,c,17074,t,ct
146,c,13412,u,cu
146,c,18162,p2,cp
146,c,17074,t,ct
147,c,14398,u,cu
147,c,17521,p3,cp
147,c,17074,t,ct
148,c,16653,u,cu
148,c,17319,p4,cp
148,c,17074,t,ct
149,c,15683,u,cu
149,c,18023,p3,cp
149,c,17074,t,ct
150,c,16467,u,cu
150,c,17838,p1,cp
150,c,17074,t,ct
151,c,13371,u,cu
151,c,18269,p1,cp
151,c,17074,t,ct
152,c,14452,u,cu
152,c,17301,p2,cp
152,c,17074,t,ct
153,c,13784,u,cu
153,c,17334,p1,cp
153,c,17074,t,ct
154,c,13311,u,cu
154,c,18277,p0,cp
154,c,17074,t,ct
155,c,15006,u,cu
155,c,17728,p1,cp
155,c,17074,t,ct
156,c,13479,u,cu
156,c,17315,p1,cp
156,c,17074,t,ct
157,c,15995,u,cu
157,c,17261,p1,cp
157,c,17074,t,ct
158,c,16658,u,cu
158,c,17324,p1,cp
158,c,17074,t,ct
159,c,16576,u,cu
159,c,18154,p2,cp
159,c,17074,t,ct
160,c,13164,u,cu
160,c,17357,p4,cp
160,c,17074,t,ct
161,c,16577,u,cu
161,c,17351,p0,cp
161,c,17074,t,ct
162,c,13577,u,cu
162,c,17277,p0,cp
162,c,17074,t,ct
163,c,13864,u,cu
163,c,18017,p4,cp
163,c,17074,t,ct
164,c,14760,u,cu
164,c,17369,p0,cp
164,c,17074,t,ct
165,c,14108,u,cu
165,c,17357,p4,cp
165,c,17074,t,ct
166,c,16196,u,cu
166,c,17301,p2,cp
166,c,17074,t,ct
167,c,16963,u,cu
167,c,17490,p3,cp
167,c,17074,t,ct
168,c,14289,u,cu
168,c,17390,p0,cp
168,c,17074,t,ct
169,c,17039,u,cu
169,c,17326,p2,cp
169,c,17074,t,ct
170,c,14289,u,cu
170,c,17390,p0,cp
170,c,17074,t,ct
171,c,14902,u,cu
171,c,18379,p2,cp
171,c,17075,t,ct
172,c,14082,u,cu
172,c,17450,p0,cp
172,c,17075,t,ct
173,c,13879,u,cu
173,c,18121,p2,cp
173,c,17075,t,ct
174,c,15130,u,cu
174,c,17301,p2,cp
174,c,17075,t,ct
175,c,15632,u,cu
175,c,17301,p2,cp
175,c,17075,t,ct
176,c,14118,u,cu
176,c,17301,p2,cp
176,c,17075,t,ct
177,c,14046,u,cu
177,c,17391,p1,cp
177,c,17075,t,ct
178,c,15316,u,cu
178,c,17389,p3,cp
178,c,17075,t,ct
179,c,14147,u,cu
179,c,17964,p3,cp
179,c,17075,t,ct
180,c,13423,u,cu
180,c,17731,p2,cp
180,c,17075,t,ct
181,c,13524,u,cu
181,c,17431,p1,cp
181,c,17075,t,ct
182,c,13196,u,cu
182,c,18042,p1,cp
182,c,17075,t,ct
183,c,15679,u,cu
183,c,17913,p2,cp
183,c,17075,t,ct
184,c,13231,u,cu
184,c,17301,p2,cp
184,c,17075,t,ct
185,c,16431,u,cu
185,c,17301,p2,cp
185,c,17075,t,ct
186,c,16879,u,cu
186,c,17301,p2,cp
186,c,17075,t,ct
187,c,13992,u,cu
187,c,18260,p4,cp
187,c,17075,t,ct
188,c,17041,u,cu
188,c,17301,p2,cp
188,c,17075,t,ct
189,c,13701,u,cu
189,c,17301,p2,cp
189,c,17076,t,ct
190,c,13232,u,cu
190,c,17301,p2,cp
190,c,17076,t,ct
191,c,13701,u,cu
191,c,17357,p4,cp
191,c,17076,t,ct
192,c,13553,u,cu
192,c,17788,p3,cp
192,c,17076,t,ct
193,c,13309,u,cu
193,c,17902,p1,cp
193,c,17076,t,ct
194,c,13446,u,cu
194,c,17301,p2,cp
194,c,17076,t,ct
195,c,13206,u,cu
195,c,17584,p2,cp
195,c,17076,t,ct
196,c,13533,u,cu
196,c,17600,p1,cp
196,c,17076,t,ct
197,c,13864,u,cu
197,c,18017,p4,cp
197,c,17076,t,ct
198,c,14680,u,cu
198,c,17301,p2,cp
198,c,17076,t,ct
199,c,15902,u,cu
199,c,18004,p0,cp
199,c,17076,t,ct
200,c,14564,u,cu
200,c,17675,p2,cp
200,c,17076,t,ct
201,c,13563,u,cu
201,c,17874,p1,cp
201,c,17076,t,ct
202,c,15545,u,cu
202,c,17545,p1,cp
202,c,17076,t,ct
203,c,14564,u,cu
203,c,17448,p3,cp
203,c,17076,t,ct
204,c,16137,u,cu
204,c,17776,p3,cp
204,c,17076,t,ct
205,c,15342,u,cu
205,c,18081,p3,cp
205,c,17076,t,ct
206,c,13597,u,cu
206,c,17301,p2,cp
206,c,17076,t,ct
207,c,15662,u,cu
207,c,17324,p1,cp
207,c,17076,t,ct
208,c,16468,u,cu
208,c,17620,p3,cp
208,c,17077,t,ct
209,c,13223,u,cu
209,c,18404,p0,cp
209,c,17077,t,ct
210,c,16579,u,cu
210,c,17473,p0,cp
210,c,17077,t,ct
211,c,16973,u,cu
211,c,17384,p2,cp
211,c,17077,t,ct
212,c,15045,u,cu
212,c,17301,p2,cp
212,c,17077,t,ct
213,c,13484,u,cu
213,c,17419,p1,cp
213,c,17077,t,ct
214,c,13484,u,cu
214,c,17419,p1,cp
214,c,17077,t,ct
215,c,15311,u,cu
215,c,18205,p2,cp
215,c,17077,t,ct
216,c,16370,u,cu
216,c,18404,p0,cp
216,c,17077,t,ct
217,c,13879,u,cu
217,c,17301,p2,cp
217,c,17077,t,ct
218,c,14046,u,cu
218,c,17391,p1,cp
218,c,17077,t,ct
219,c,13291,u,cu
219,c,18404,p0,cp
219,c,17077,t,ct
220,c,14207,u,cu
220,c,17566,p2,cp
220,c,17077,t,ct
221,c,15660,u,cu
221,c,17301,p2,cp
221,c,17077,t,ct
222,c,15902,u,cu
222,c,18004,p0,cp
222,c,17077,t,ct
223,c,13749,u,cu
223,c,17453,p1,cp
223,c,17077,t,ct
224,c,14482,u,cu
224,c,17745,p2,cp
224,c,17077,t,ct
225,c,16719,u,cu
225,c,17301,p2,cp
225,c,17077,t,ct
226,c,13678,u,cu
226,c,17489,p2,cp
226,c,17077,t,ct
227,c,15963,u,cu
227,c,17351,p0,cp
227,c,17077,t,ct
228,c,13896,u,cu
228,c,17324,p1,cp
228,c,17077,t,ct
229,c,15438,u,cu
229,c,17395,p2,cp
229,c,17077,t,ct
230,c,15916,u,cu
230,c,17563,p2,cp
230,c,17077,t,ct
231,c,14520,u,cu
231,c,17466,p1,cp
231,c,17077,t,ct
232,c,16995,u,cu
232,c,17301,p2,cp
232,c,17077,t,ct
233,c,13283,u,cu
233,c,18298,p0,cp
233,c,17077,t,ct
234,c,14936,u,cu
234,c,18338,p1,cp
234,c,17077,t,ct
235,c,13646,u,cu
235,c,17348,p2,cp
235,c,17077,t,ct
236,c,15970,u,cu
236,c,18404,p0,cp
236,c,17077,t,ct
237,c,15648,u,cu
237,c,18368,p4,cp
237,c,17077,t,ct
238,c,13809,u,cu
238,c,18045,p2,cp
238,c,17077,t,ct
239,c,14976,u,cu
239,c,18404,p0,cp
239,c,17077,t,ct
240,c,16118,u,cu
240,c,17301,p2,cp
240,c,17077,t,ct
241,c,13685,u,cu
241,c,18129,p1,cp
241,c,17077,t,ct
242,c,13174,u,cu
242,c,17324,p1,cp
242,c,17077,t,ct
243,c,13534,u,cu
243,c,18404,p0,cp
243,c,17077,t,ct
244,c,16624,u,cu
244,c,17284,p3,cp
244,c,17077,t,ct
245,c,14342,u,cu
245,c,17450,p0,cp
245,c,17077,t,ct
246,c,16498,u,cu
246,c,17301,p2,cp
246,c,17077,t,ct
247,c,16657,u,cu
247,c,17390,p0,cp
247,c,17077,t,ct
248,c,13221,u,cu
248,c,18349,p1,cp
248,c,17077,t,ct
249,c,13371,u,cu
249,c,18269,p1,cp
249,c,17077,t,ct
250,c,14748,u,cu
250,c,18282,p0,cp
250,c,17077,t,ct
251,c,15618,u,cu
251,c,17301,p2,cp
251,c,17077,t,ct
252,c,16617,u,cu
252,c,18404,p0,cp
252,c,17077,t,ct
253,c,15539,u,cu
253,c,17932,p2,cp
253,c,17077,t,ct
254,c,15869,u,cu
254,c,17301,p2,cp
254,c,17077,t,ct
255,c,13206,u,cu
255,c,17301,p2,cp
255,c,17077,t,ct
256,c,14347,u,cu
256,c,17301,p2,cp
256,c,17077,t,ct
257,c,16473,u,cu
257,c,17918,p1,cp
257,c,17077,t,ct
258,c,17044,u,cu
258,c,17961,p0,cp
258,c,17077,t,ct
259,c,14936,u,cu
259,c,18338,p1,cp
259,c,17077,t,ct
260,c,15274,u,cu
260,c,17389,p3,cp
260,c,17077,t,ct
261,c,15966,u,cu
261,c,17849,p2,cp
261,c,17077,t,ct
262,c,13196,u,cu
262,c,18042,p1,cp
262,c,17077,t,ct
263,c,14757,u,cu
263,c,17276,p1,cp
263,c,17077,t,ct
264,c,13755,u,cu
264,c,17389,p3,cp
264,c,17077,t,ct
265,c,16883,u,cu
265,c,17578,p2,cp
265,c,17077,t,ct
266,c,13815,u,cu
266,c,18030,p1,cp
266,c,17077,t,ct
267,c,15666,u,cu
267,c,17745,p2,cp
267,c,17077,t,ct
268,c,13738,u,cu
268,c,17501,p4,cp
268,c,17077,t,ct
269,c,13928,u,cu
269,c,17301,p2,cp
269,c,17077,t,ct
270,c,14264,u,cu
270,c,17980,p2,cp
270,c,17077,t,ct
271,c,13568,u,cu
271,c,17526,p2,cp
271,c,17077,t,ct
272,c,13966,u,cu
272,c,17881,p3,cp
272,c,17077,t,ct
273,c,14904,u,cu
273,c,17765,p3,cp
273,c,17077,t,ct
274,c,13174,u,cu
274,c,17366,p4,cp
274,c,17077,t,ct
275,c,14936,u,cu
275,c,18338,p1,cp
275,c,17077,t,ct
276,c,13187,u,cu
276,c,17958,p4,cp
276,c,17077,t,ct
277,c,13174,u,cu
277,c,17339,p1,cp
277,c,17077,t,ct
278,c,16439,u,cu
278,c,17301,p2,cp
278,c,17077,t,ct
279,c,13778,u,cu
279,c,17301,p2,cp
279,c,17077,t,ct
280,c,13563,u,cu
280,c,17389,p3,cp
280,c,17077,t,ct
281,c,15597,u,cu
281,c,17917,p0,cp
281,c,17077,t,ct
282,c,14684,u,cu
282,c,17343,p1,cp
282,c,17077,t,ct
283,c,13966,u,cu
283,c,17969,p2,cp
283,c,17077,t,ct
284,c,14936,u,cu
284,c,18338,p1,cp
284,c,17077,t,ct
285,c,15317,u,cu
285,c,17333,p1,cp
285,c,17077,t,ct
286,c,13537,u,cu
286,c,18016,p3,cp
286,c,17077,t,ct
287,c,13334,u,cu
287,c,17301,p2,cp
287,c,17077,t,ct
288,c,14741,u,cu
288,c,17286,p2,cp
288,c,17077,t,ct
289,c,13298,u,cu
289,c,17622,p3,cp
289,c,17077,t,ct
290,c,13962,u,cu
290,c,18138,p2,cp
290,c,17077,t,ct
291,c,15493,u,cu
291,c,17821,p4,cp
291,c,17077,t,ct
292,c,15394,u,cu
292,c,17961,p0,cp
292,c,17077,t,ct
293,c,13519,u,cu
293,c,17277,p0,cp
293,c,17077,t,ct
294,c,13162,u,cu
294,c,17301,p2,cp
294,c,17077,t,ct
295,c,14565,u,cu
295,c,17961,p0,cp
295,c,17077,t,ct
296,c,14520,u,cu
296,c,17642,p1,cp
296,c,17077,t,ct
297,c,17013,u,cu
297,c,17630,p4,cp
297,c,17077,t,ct
298,c,13360,u,cu
298,c,17608,p4,cp
298,c,17077,t,ct
299,c,13841,u,cu
299,c,17369,p0,cp
299,c,17077,t,ct
300,c,15863,u,cu
300,c,17605,p1,cp
300,c,17077,t,ct
301,c,14338,u,cu
301,c,17450,p0,cp
301,c,17077,t,ct
302,c,15273,u,cu
302,c,17309,p1,cp
302,c,17078,t,ct
303,c,13563,u,cu
303,c,17389,p3,cp
303,c,17078,t,ct
304,c,15117,u,cu
304,c,17307,p2,cp
304,c,17078,t,ct
305,c,13563,u,cu
305,c,18124,p1,cp
305,c,17078,t,ct
306,c,15556,u,cu
306,c,17918,p1,cp
306,c,17078,t,ct
307,c,13631,u,cu
307,c,18255,p0,cp
307,c,17078,t,ct
308,c,13962,u,cu
308,c,18138,p2,cp
308,c,17078,t,ct
309,c,15789,u,cu
309,c,17931,p3,cp
309,c,17078,t,ct
310,c,14795,u,cu
310,c,18293,p2,cp
310,c,17078,t,ct
311,c,15502,u,cu
311,c,17490,p3,cp
311,c,17078,t,ct
312,c,13962,u,cu
312,c,18128,p1,cp
312,c,17078,t,ct
313,c,14176,u,cu
313,c,18404,p0,cp
313,c,17078,t,ct
314,c,16556,u,cu
314,c,17321,p2,cp
314,c,17078,t,ct
315,c,14920,u,cu
315,c,17474,p3,cp
315,c,17078,t,ct
316,c,13358,u,cu
316,c,17918,p1,cp
316,c,17078,t,ct
317,c,13827,u,cu
317,c,18355,p0,cp
317,c,17078,t,ct
318,c,16244,u,cu
318,c,18061,p1,cp
318,c,17078,t,ct
319,c,16281,u,cu
319,c,18318,p3,cp
319,c,17078,t,ct
320,c,13700,u,cu
320,c,18404,p0,cp
320,c,17078,t,ct
321,c,13910,u,cu
321,c,17262,p1,cp
321,c,17078,t,ct
322,c,14741,u,cu
322,c,18015,p1,cp
322,c,17078,t,ct
323,c,13563,u,cu
323,c,17389,p3,cp
323,c,17078,t,ct
324,c,16209,u,cu
324,c,18356,p1,cp
324,c,17078,t,ct
325,c,15360,u,cu
325,c,17337,p3,cp
325,c,17078,t,ct
326,c,14933,u,cu
326,c,17519,p1,cp
326,c,17078,t,ct
327,c,14042,u,cu
327,c,18318,p3,cp
327,c,17078,t,ct
328,c,15461,u,cu
328,c,17321,p2,cp
328,c,17078,t,ct
329,c,13908,u,cu
329,c,17565,p3,cp
329,c,17078,t,ct
330,c,15582,u,cu
330,c,18015,p1,cp
330,c,17078,t,ct
331,c,13997,u,cu
331,c,18404,p0,cp
331,c,17078,t,ct
332,c,15052,u,cu
332,c,17288,p1,cp
332,c,17078,t,ct
333,c,15125,u,cu
333,c,18233,p3,cp
333,c,17078,t,ct
334,c,15965,u,cu
334,c,17806,p2,cp
334,c,17078,t,ct
335,c,15582,u,cu
335,c,18015,p1,cp
335,c,17078,t,ct
336,c,13169,u,cu
336,c,18195,p3,cp
336,c,17078,t,ct
337,c,14490,u,cu
337,c,18301,p3,cp
337,c,17078,t,ct
338,c,13398,u,cu
338,c,18404,p0,cp
338,c,17078,t,ct
339,c,13418,u,cu
339,c,17301,p2,cp
339,c,17078,t,ct
340,c,14838,u,cu
340,c,17301,p2,cp
340,c,17078,t,ct
341,c,13480,u,cu
341,c,17599,p1,cp
341,c,17078,t,ct
342,c,15539,u,cu
342,c,17932,p2,cp
342,c,17078,t,ct
343,c,13193,u,cu
343,c,18395,p3,cp
343,c,17078,t,ct
344,c,16617,u,cu
344,c,18301,p3,cp
344,c,17078,t,ct
345,c,13869,u,cu
345,c,17301,p2,cp
345,c,17078,t,ct
346,c,16160,u,cu
346,c,17876,p2,cp
346,c,17078,t,ct
347,c,16934,u,cu
347,c,17284,p3,cp
347,c,17078,t,ct
348,c,16498,u,cu
348,c,17301,p2,cp
348,c,17078,t,ct
349,c,13207,u,cu
349,c,18404,p0,cp
349,c,17078,t,ct
350,c,13691,u,cu
350,c,17575,p1,cp
350,c,17078,t,ct
351,c,13992,u,cu
351,c,18260,p4,cp
351,c,17078,t,ct
352,c,15311,u,cu
352,c,18403,p2,cp
352,c,17078,t,ct
353,c,15810,u,cu
353,c,17718,p2,cp
353,c,17078,t,ct
354,c,13733,u,cu
354,c,17514,p2,cp
354,c,17078,t,ct
355,c,16210,u,cu
355,c,17345,p2,cp
355,c,17078,t,ct
356,c,16467,u,cu
356,c,17301,p2,cp
356,c,17078,t,ct
357,c,13907,u,cu
357,c,17301,p2,cp
357,c,17078,t,ct
358,c,13568,u,cu
358,c,18210,p3,cp
358,c,17078,t,ct
359,c,14198,u,cu
359,c,17301,p2,cp
359,c,17078,t,ct
360,c,13305,u,cu
360,c,17927,p2,cp
360,c,17078,t,ct
361,c,14888,u,cu
361,c,17424,p0,cp
361,c,17078,t,ct
362,c,15576,u,cu
362,c,17301,p2,cp
362,c,17078,t,ct
363,c,14901,u,cu
363,c,17301,p2,cp
363,c,17078,t,ct
364,c,13196,u,cu
364,c,18042,p1,cp
364,c,17078,t,ct
365,c,14914,u,cu
365,c,17301,p2,cp
365,c,17078,t,ct
366,c,13691,u,cu
366,c,17766,p2,cp
366,c,17078,t,ct
367,c,15937,u,cu
367,c,17301,p2,cp
367,c,17078,t,ct
368,c,13922,u,cu
368,c,17862,p0,cp
368,c,17078,t,ct
369,c,13474,u,cu
369,c,17306,p4,cp
369,c,17078,t,ct
370,c,14418,u,cu
370,c,17301,p2,cp
370,c,17078,t,ct
371,c,15895,u,cu
371,c,17931,p3,cp
371,c,17078,t,ct
372,c,15791,u,cu
372,c,17978,p1,cp
372,c,17078,t,ct
373,c,16283,u,cu
373,c,17256,p0,cp
373,c,17078,t,ct
374,c,16699,u,cu
374,c,17301,p2,cp
374,c,17078,t,ct
375,c,13577,u,cu
375,c,17492,p1,cp
375,c,17078,t,ct
376,c,13597,u,cu
376,c,18399,p3,cp
376,c,17078,t,ct
377,c,14591,u,cu
377,c,17502,p2,cp
377,c,17078,t,ct
378,c,13437,u,cu
378,c,18141,p1,cp
378,c,17078,t,ct
379,c,14304,u,cu
